,DT_NOTIFIC,CASO_SRAG,Estimativa
112,2024-04-21,327.0,679.1796385043385
113,2024-04-22,1077.0,688.9686034591467
114,2024-04-23,851.9999999999997,698.8986560282681
115,2024-04-24,937.9999999999999,708.9718296968566
116,2024-04-25,909.9999999999999,719.190187258535
117,2024-04-26,872.0,729.5558212378152
118,2024-04-27,362.00000000000017,740.0708543186072
119,2024-04-28,348.00000000000006,750.7374397789038
120,2024-04-29,1085.9999999999998,761.5577619317318
121,2024-04-30,969.0000000000002,772.5340365724567
122,2024-05-01,464.0,783.6685114325363
123,2024-05-02,978.0000000000003,794.9634666398116
124,2024-05-03,848.0,806.4212151854349
125,2024-05-04,385.00000000000017,818.0441033975255
126,2024-05-05,373.00000000000017,829.8345114216537
127,2024-05-06,1042.0,841.7948537082478
128,2024-05-07,858.0000000000001,853.9275795070283
