Suscetiveis,Infectados,Recuperados
2.460354377573343e+18,276.411866192436,4767962456.929774
2.4603543775414385e+18,277.3185177533121,4799972212.418177
2.4603543775094287e+18,278.22772674590846,4832086914.225262
2.460354377477314e+18,279.13949745957206,4864306858.040137
2.460354377445094e+18,280.0538341605386,4896632340.044345
2.4603543774127683e+18,280.97074110789686,4929063656.9110365
2.460354377380337e+18,281.8902225535165,4961601105.804139
2.4603543773477996e+18,282.8122827173634,4994244984.374673
2.4603543773151555e+18,283.73692581171804,5026995590.759866
2.460354377282405e+18,284.66415603284247,5059853223.581304
2.4603543772495473e+18,285.5939775607714,5092818181.943055
2.4603543772165827e+18,286.52639456741315,5125890765.430736
2.46035437718351e+18,287.46141119145653,5159071274.107675
2.4603543771503293e+18,288.3990315629853,5192360008.513918
2.4603543771170406e+18,289.33925979500606,5225757269.664261
2.4603543770836434e+18,290.28209998744376,5259263359.046736
2.460354377050137e+18,291.22755621432117,5292878578.619623
2.4603543770165217e+18,292.17563253611786,5326603230.809889
2.460354376982797e+18,293.12633299536844,5360437618.51111
2.4603543769489623e+18,294.07966162070835,5394382045.081876
2.4603543769150177e+18,295.0356224181631,5428436814.343173
2.460354376880963e+18,295.9942193794437,5462602230.5767355
2.4603543768467973e+18,296.95545646887115,5496878598.521883
2.460354376812521e+18,297.9193376446188,5531266223.374811
2.4603543767781335e+18,298.8858668370201,5565765410.7853775
2.460354376743634e+18,299.8550479525513,5600376466.85435
2.460354376709023e+18,300.82688489098655,5635099698.13263
2.4603543766743e+18,301.8013815234927,5669935411.617953
2.460354376639464e+18,302.77854169664937,5704883914.75205
2.4603543766045153e+18,303.7583692453646,5739945515.419299
2.4603543765694536e+18,304.74086797952316,5775120521.943837
2.4603543765342787e+18,305.7260416969856,5810409243.088174
2.46035437649899e+18,306.7138941657006,5845811988.049739
2.4603543764635873e+18,307.70442913225247,5881329066.458413
2.4603543764280704e+18,308.6976503261014,5916960788.374556
2.4603543763924383e+18,309.69356144144837,5952707464.28493
2.4603543763566915e+18,310.692166168325,5988569405.102228
2.4603543763208294e+18,311.69346817003645,6024546922.16198
2.4603543762848517e+18,312.6974710783114,6060640327.218912
2.4603543762487583e+18,313.7041785111146,6096849932.445359
2.4603543762125486e+18,314.7135940634182,6133176050.428607
2.460354376176222e+18,315.7257212977971,6169618994.167156
2.460354376139779e+18,316.74056376241305,6206179077.069057
2.460354376103219e+18,317.75812498169506,6242856612.949172
2.4603543760665416e+18,318.778408451467,6279651916.025868
2.460354376029746e+18,319.80141764326174,6316565300.918222
2.4603543759928325e+18,320.8271560040699,6353597082.643181
2.460354375955801e+18,321.8556269654239,6390747576.613779
2.4603543759186504e+18,322.88683391987587,6428017098.63464
2.460354375881381e+18,323.92078024401115,6465405964.900132
2.460354375843992e+18,324.95746928420095,6502914491.990884
2.4603543758064835e+18,325.9969043609984,6540542996.8708
2.460354375768855e+18,327.03908876888016,6578291796.884053
2.4603543757311063e+18,328.084025780745,6616161209.752595
2.4603543756932367e+18,329.13171863340636,6654151553.571988
2.4603543756552463e+18,330.18217054633595,6692263146.809406
2.4603543756171346e+18,331.2353847023333,6730496308.299401
2.460354375578901e+18,332.29136426156884,6768851357.24129
2.4603543755405455e+18,333.3501123517233,6807328613.195405
2.4603543755020687e+18,334.41163209674903,6845928396.0826645
2.4603543754634685e+18,335.4759265585917,6884651026.177414
2.4603543754247455e+18,336.54299878031657,6923496824.1052475
2.4603543753858995e+18,337.612851785992,6962466110.8408165
2.46035437534693e+18,338.68548857074734,7001559207.704487
2.460354375307837e+18,339.7609120906431,7040776436.35783
2.46035437526862e+18,340.83912528201756,7080118118.801349
2.4603543752292777e+18,341.9201310365685,7119584577.369323
2.460354375189811e+18,343.00393222571915,7159176134.727467
2.46035437515022e+18,344.0905316955063,7198893113.870003
2.4603543751105024e+18,345.17993224635137,7238735838.114395
2.4603543750706596e+18,346.2721366626817,7278704631.099503
2.460354375030691e+18,347.36714768769184,7318799816.78082
2.4603543749905956e+18,348.4649680380672,7359021719.427417
2.4603543749503734e+18,349.56560038856725,7399370663.617102
2.4603543749100247e+18,350.66904740210185,7439846974.23505
2.460354374869548e+18,351.7753116838396,7480450976.467143
2.4603543748289444e+18,352.8843958317091,7521182995.799129
2.460354374788212e+18,353.99630238516164,7562043358.009874
2.4603543747473516e+18,355.1110338605374,7603032389.168698
2.4603543747063624e+18,356.2285927457684,7644150415.6320915
2.4603543746652447e+18,357.34898149498395,7685397764.039814
2.4603543746239974e+18,358.47220252301753,7726774761.31036
2.4603543745826207e+18,359.5982582102477,7768281734.636983
2.460354374541114e+18,360.7271509023026,7809919011.483681
2.4603543744994765e+18,361.8588829045137,7851686919.580548
2.4603543744577085e+18,362.9934564920674,7893585786.920294
2.4603543744158095e+18,364.13087390450585,7935615941.754129
2.4603543743737795e+18,365.27113734542655,7977777712.587617
2.460354374331618e+18,366.4142489768661,8020071428.175876
2.460354374289324e+18,367.5602109295783,8062497417.519967
2.460354374246898e+18,368.7090252974652,8105056009.862645
2.4603543742043397e+18,369.860694137272,8147747534.684065
2.4603543741616486e+18,371.0152194682816,8190572321.697458
2.460354374118824e+18,372.1726032612096,8233530700.84353
2.4603543740758656e+18,373.33284745397515,8276623002.286671
2.460354374032773e+18,374.4959539460429,8319849556.410519
2.4603543739895465e+18,375.6619245981121,8363210693.813484
2.460354373946185e+18,376.8307612318047,8406706745.304241
2.4603543739026893e+18,378.0024656403199,8450338041.898445
2.4603543738590577e+18,379.1770395497858,8494104914.810991
2.460354373815291e+18,380.35448467369525,8538007695.4545555
2.460354373771388e+18,381.5348026687378,8582046715.433041
2.4603543737273487e+18,382.7179951564337,8626222306.537514
2.4603543736831734e+18,383.90406372290096,8670534800.74212
2.460354373638861e+18,385.0930098962763,8714984530.197395
2.460354373594411e+18,386.2848351741546,8759571827.226732
2.4603543735498235e+18,387.47954100657574,8804297024.320898
2.460354373505098e+18,388.6771288068928,8849160454.133797
2.460354373460235e+18,389.87759994022247,8894162449.476902
2.4603543734152325e+18,391.08095572870633,8939303343.314299
2.4603543733700915e+18,392.28719745118457,8984583468.75768
2.4603543733248113e+18,393.49632634857704,9030003159.06198
2.460354373279392e+18,394.70834361791657,9075562747.62029
2.4603543732338324e+18,395.92325040627605,9121262567.958117
2.460354373188133e+18,397.14104781034996,9167102953.727543
2.4603543731422925e+18,398.36173688759243,9213084238.702713
2.4603543730963113e+18,399.585318650176,9259206756.774605
2.460354373050189e+18,400.81179405884336,9305470841.945087
2.4603543730039245e+18,402.0411640283156,9351876828.321615
2.4603543729575183e+18,403.2734294328071,9398425050.112547
2.4603543729109704e+18,404.5085911057775,9445115841.622446
2.4603543728642796e+18,405.7466498161386,9491949537.244627
2.4603543728174454e+18,406.9876062853588,9538926471.45568
2.4603543727704684e+18,408.2314611989678,9586046978.811327
2.4603543727233475e+18,409.4782151826332,9633311393.939505
2.460354372676083e+18,410.7278688373902,9680720051.537525
2.4603543726286746e+18,411.980422691846,9728273286.363716
2.460354372581121e+18,413.2358772194585,9775971433.231054
2.4603543725334226e+18,414.49423286215244,9823814827.003527
2.4603543724855793e+18,415.7554900061208,9871803802.589697
2.4603543724375905e+18,417.0196489934864,9919938694.937618
2.460354372389456e+18,418.2867101038407,9968219839.027615
2.460354372341175e+18,419.55667356588475,10016647569.866411
2.4603543722927473e+18,420.8295395631845,10065222222.481918
2.460354372244173e+18,422.10530822778816,10113944131.91729
2.460354372195451e+18,423.38397962759,10162813633.223515
2.4603543721465815e+18,424.66555378427466,10211831061.454086
2.460354372097564e+18,425.95003067305635,10260996751.659637
2.4603543720483983e+18,427.23741019762383,10310311038.879683
2.460354371999084e+18,428.5276922330242,10359774258.139315
2.4603543719496207e+18,429.82087657579376,10409386744.440142
2.4603543719000084e+18,431.1169629932631,10459148832.756914
2.460354371850246e+18,432.4159511671127,10509060858.027641
2.4603543718003343e+18,433.71784075546725,10559123155.150871
2.4603543717502725e+18,435.0226313488278,10609336058.977886
2.4603543717000596e+18,436.33032247585265,10659699904.305561
2.4603543716496963e+18,437.6409136155993,10710215025.87064
2.4603543715991813e+18,438.95440417815144,10760881758.341778
2.4603543715485143e+18,440.27079351683994,10811700436.312988
2.4603543714976957e+18,441.5900809406916,10862671394.298525
2.4603543714467246e+18,442.9122656949773,10913794966.725527
2.460354371395601e+18,444.2373469671955,10965071487.927351
2.4603543713443246e+18,445.56532389317005,11016501292.137606
2.4603543712928947e+18,446.8961955308437,11068084713.481161
2.460354371241311e+18,448.22996089863915,11119822085.969587
2.4603543711895736e+18,449.5666189362443,11171713743.492067
2.460354371137682e+18,450.9061685432037,11223760019.810764
2.4603543710856356e+18,452.2486085460317,11275961248.552387
2.460354371033434e+18,453.5939377108084,11328317763.201221
2.4603543709810775e+18,454.9421547494081,11380829897.092869
2.460354370928565e+18,456.2932583059834,11433497983.406431
2.4603543708758973e+18,457.6472469764137,11486322355.15894
2.4603543708230733e+18,459.0041192814892,11539303345.196682
2.4603543707700925e+18,460.3638736730182,11592441286.187248
2.4603543707169546e+18,461.72650854675123,11645736510.613056
2.4603543706636595e+18,463.0920222421031,11699189350.764847
2.4603543706102067e+18,464.4604130216585,11752800138.73282
2.4603543705565957e+18,465.83167907735475,11806569206.39848
2.4603543705028265e+18,467.205818557118,11860496885.429546
2.4603543704488986e+18,468.5828295307899,11914583507.270958
2.460354370394812e+18,469.9627100168234,11968829403.138926
2.460354370340566e+18,471.34545795474736,12023234904.01183
2.4603543702861604e+18,472.73107121830344,12077800340.622625
2.460354370231595e+18,474.1195476219435,12132526043.452
2.460354370176869e+18,475.51088489295125,12187412342.718307
2.4603543701219825e+18,476.9050807191934,12242459568.373024
2.4603543700669353e+18,478.3021327144421,12297668050.092192
2.460354370011727e+18,479.70203841789055,12353038117.267813
2.4603543699563566e+18,481.1047952936672,12408570098.999184
2.4603543699008246e+18,482.51040075135245,12464264324.0866
2.460354369845131e+18,483.91885213175436,12520121121.023417
2.460354369789274e+18,485.3301466924401,12576140817.98644
2.4603543697332547e+18,486.74428162833226,12632323742.8287
2.460354369677072e+18,488.16125406434196,12688670223.071362
2.460354369620726e+18,489.58106105498206,12745180585.89561
2.460354369564216e+18,491.00369957685564,12801855158.13365
2.460354369507541e+18,492.42916653531006,12858694266.26048
2.460354369450702e+18,493.8574587640486,12915698236.385632
2.460354369393698e+18,495.28857303192837,12972867394.245672
2.460354369336529e+18,496.7225060426754,13030202065.196697
2.4603543692791946e+18,498.1592544129152,13087702574.204273
2.460354369221694e+18,499.59881467882406,13145369245.83415
2.4603543691640274e+18,501.0411833174449,13203202404.24544
2.460354369106194e+18,502.48635671734195,13261202373.180395
2.460354369048194e+18,503.93433120724893,13319369475.957516
