,DT_NOTIFIC,CASO_SRAG,Estimativa
233,2024-08-20,522.1428571428569,465.12179236483536
234,2024-08-21,550.1428571428569,461.2208925967956
235,2024-08-22,568.0000000000001,457.35270903180225
236,2024-08-23,579.7142857142857,453.5169672844557
237,2024-08-24,579.7142857142857,449.7133952705813
238,2024-08-25,574.8571428571429,445.9417231879295
239,2024-08-26,573.0000000000002,442.20168349703823
240,2024-08-27,576.2857142857146,438.4930109022541
241,2024-08-28,567.2857142857146,434.815442332915
242,2024-08-29,552.4285714285713,431.16871692468885
243,2024-08-30,545.7142857142858,427.5525760010697
244,2024-08-31,537.1428571428572,423.9667630550294
245,2024-09-01,539.7142857142854,420.4110237308211
246,2024-09-02,529.8571428571427,416.885105805938
247,2024-09-03,529.7142857142857,413.3887591732222
248,2024-09-04,525.5714285714288,409.9217358231227
249,2024-09-05,536.142857142857,406.48378982610404
250,2024-09-06,541.7142857142856,403.0746773152012
251,2024-09-07,545.8571428571429,399.6941564687209
252,2024-09-08,540.5714285714284,396.34198749308916
253,2024-09-09,548.0000000000002,393.0179326058406
254,2024-09-10,546.0000000000001,389.72175601875205
255,2024-09-11,542.0000000000001,386.45322392111797
256,2024-09-12,530.4285714285712,383.2121044631641
257,2024-09-13,530.5714285714288,379.99816773960214
258,2024-09-14,529.2857142857141,376.81118577332137
259,2024-09-15,527.5714285714283,373.6509324992177
260,2024-09-16,519.2857142857142,370.5171837481579
261,2024-09-17,503.85714285714266,367.40971723107805
262,2024-09-18,507.5714285714285,364.3283125232159
263,2024-09-19,503.28571428571405,361.27275104847575
264,2024-09-20,492.57142857142844,358.2428160639231
265,2024-09-21,494.85714285714283,355.238292644411
266,2024-09-22,496.42857142857133,352.25896766733393
267,2024-09-23,493.28571428571445,349.3046297975108
268,2024-09-24,497.0000000000001,346.37506947219396
269,2024-09-25,483.7142857142858,343.4700788862037
270,2024-09-26,485.00000000000006,340.5894519771878
271,2024-09-27,484.28571428571416,337.73298441100593
272,2024-09-28,476.28571428571433,334.9004735672336
273,2024-09-29,473.8571428571426,332.09171852479074
274,2024-09-30,463.5714285714287,329.3065200476893
275,2024-10-01,456.00000000000017,326.5446805709003
276,2024-10-02,448.85714285714283,323.8060041863408
277,2024-10-03,440.4285714285714,321.09029662897575
278,2024-10-04,434.71428571428567,318.3973652630394
279,2024-10-05,434.57142857142844,315.72701906837045
280,2024-10-06,426.00000000000017,313.07906862686207
281,2024-10-07,418.14285714285734,310.45332610902574
282,2024-10-08,416.0,307.84960526066806
283,2024-10-09,416.0,305.2677213896785
284,2024-10-10,416.0,302.70749135292954
285,2024-10-11,413.4285714285714,300.16873354328413
286,2024-10-12,407.8571428571426,297.6512678767145
287,2024-10-13,415.28571428571445,295.15491577952827
288,2024-10-14,410.57142857142856,292.67950017570075
289,2024-10-15,401.85714285714266,290.224845474315
290,2024-10-16,403.8571428571426,287.79077755710574
291,2024-10-17,405.8571428571429,285.37712376610915
292,2024-10-18,399.4285714285714,282.98371289141545
293,2024-10-19,406.28571428571416,280.61037515902376
294,2024-10-20,408.8571428571427,278.2569422187998
295,2024-10-21,422.71428571428567,275.92324713253447
296,2024-10-22,426.1428571428572,273.6091243621015
297,2024-10-23,422.8571428571428,271.31440975771585
298,2024-10-24,426.8571428571429,269.0389405462894
299,2024-10-25,427.7142857142859,266.78255531988503
300,2024-10-26,423.4285714285713,264.545094024268
301,2024-10-27,420.9999999999999,262.3263979475513
302,2024-10-28,393.1428571428571,260.1263097089386
303,2024-10-29,407.28571428571416,257.9446732475606
304,2024-10-30,415.57142857142856,255.78133381140455
305,2024-10-31,402.1428571428572,253.63613794633716
306,2024-11-01,403.1428571428573,251.50893348521987
307,2024-11-02,401.1428571428574,249.39956953711476
308,2024-11-03,399.2857142857143,247.3078964765814
309,2024-11-04,417.14285714285717,245.23376593306315
310,2024-11-05,410.2857142857142,243.17703078036263
311,2024-11-06,393.5714285714287,241.13754512620605
312,2024-11-07,402.5714285714284,239.1151643018936
313,2024-11-08,402.99999999999983,237.1097448520383
314,2024-11-09,408.1428571428574,235.1211445243896
315,2024-11-10,405.57142857142867,233.14922225974325
316,2024-11-11,406.4285714285714,231.19383818193538
317,2024-11-12,397.0000000000001,229.25485358792028
318,2024-11-13,393.4285714285712,227.3321309379318
319,2024-11-14,386.8571428571429,225.42553384572727
320,2024-11-15,354.5714285714285,223.5349270689129
321,2024-11-16,353.2857142857144,221.66017649935046
322,2024-11-17,355.85714285714295,219.80114915364464
323,2024-11-18,369.4285714285714,217.95771316370983
324,2024-11-19,377.00000000000006,216.12973776741651
325,2024-11-20,352.57142857142867,214.3170932993154
326,2024-11-21,371.28571428571433,212.51965118144
327,2024-11-22,412.57142857142844,210.73728391418607
328,2024-11-23,408.71428571428555,208.96986506726753
329,2024-11-24,407.42857142857144,207.21726927074815
330,2024-11-25,390.71428571428567,205.47937220614872
331,2024-11-26,381.5714285714286,203.7560505976286
332,2024-11-27,411.1428571428571,202.04718220324148
333,2024-11-28,388.1428571428572,200.35264580626384
334,2024-11-29,373.14285714285717,198.67232120659688
335,2024-11-30,377.57142857142844,197.00608921224043
336,2024-12-01,375.4285714285713,195.3538316308377
337,2024-12-02,374.99999999999994,193.71543126129183
338,2024-12-03,377.00000000000006,192.0907718854522
339,2024-12-04,383.4285714285715,190.47973825987054
340,2024-12-05,386.71428571428584,188.88221610762673
341,2024-12-06,389.4285714285712,187.29809211022194
342,2024-12-07,387.5714285714284,185.72725389954107
343,2024-12-08,390.1428571428572,184.16959004988195
344,2024-12-09,389.4285714285712,182.62499007005127
345,2024-12-10,388.99999999999983,181.09334439552717
346,2024-12-11,385.57142857142856,179.5745443806873
347,2024-12-12,384.5714285714286,178.06848229110238
348,2024-12-13,387.42857142857133,176.57505129589399
349,2024-12-14,387.28571428571433,175.09414546015657
350,2024-12-15,389.2857142857142,173.6256597374431
351,2024-12-16,381.71428571428555,172.16948996231406
352,2024-12-17,380.00000000000006,170.72553284294804
353,2024-12-18,376.8571428571428,169.29368595381516
354,2024-12-19,378.28571428571433,167.8738477284116
355,2024-12-20,367.7142857142858,166.46591745205495
356,2024-12-21,363.71428571428584,165.0697952547405
357,2024-12-22,353.57142857142856,163.68538210405657
358,2024-12-23,339.14285714285717,162.31257979815993
359,2024-12-24,302.0,160.9512909588103
360,2024-12-25,259.71428571428567,159.60141902446236
361,2024-12-26,258.42857142857156,158.26286824341665
362,2024-12-27,263.00000000000006,156.93554366702747
363,2024-12-28,265.14285714285717,155.61935114296762
364,2024-12-29,265.57142857142856,154.3141973085502
365,2024-12-30,270.4285714285714,153.01998958410547
366,2024-12-31,274.57142857142856,151.7366361664142
367,2025-01-01,275.2857142857142,150.46404602219584
368,2025-01-02,273.5714285714285,149.20212888165062
369,2025-01-03,261.28571428571433,147.95079523205695
370,2025-01-04,246.2857142857142,146.7099563114215
371,2025-01-05,233.7142857142856,145.47952410218318
372,2025-01-06,193.57142857142858,144.2594113249698
373,2025-01-07,183.28571428571425,143.04953143240672
374,2025-01-08,180.5714285714286,141.84979860297787
375,2025-01-09,131.42857142857144,140.66012773493824
376,2025-01-10,99.85714285714283,139.48043444027692
377,2025-01-11,91.8571428571429,138.31063503873145
378,2025-01-12,86.57142857142854,137.15064655185188
379,2025-01-13,63.85714285714287,136.0003866971148
