,DT_NOTIFIC,CASO_SRAG,Estimativa
111,2024-04-20,689.1428571428568,799.9280795376258
112,2024-04-21,689.5714285714283,813.8783769310469
113,2024-04-22,699.5714285714282,828.0719596926692
114,2024-04-23,703.2857142857146,842.5130705829669
115,2024-04-24,719.0000000000002,857.2060263537787
116,2024-04-25,743.142857142857,872.1552190386761
117,2024-04-26,760.0000000000001,887.3651172658347
118,2024-04-27,762.5714285714283,902.8402675938015
119,2024-04-28,765.5714285714288,918.5852958705557
120,2024-04-29,766.8571428571431,934.6049086162725
121,2024-04-30,783.5714285714283,950.9038944302025
