,DT_NOTIFIC,CASO_SRAG,Estimativa
142,2024-05-21,860.9999999999998,1168.254197765107
143,2024-05-22,881.0000000000003,1155.8719112169044
144,2024-05-23,798.0000000000002,1143.6208641031124
145,2024-05-24,776.9999999999999,1131.499665421424
146,2024-05-25,377.00000000000006,1119.5069389127193
147,2024-05-26,371.9999999999999,1107.6413229048019
148,2024-05-27,1047.0000000000002,1095.9014701577935
149,2024-05-28,845.9999999999998,1084.286047711164
150,2024-05-29,821.9999999999998,1072.7937367323875
151,2024-05-30,407.9999999999999,1061.4232323671997
152,2024-05-31,613.9999999999999,1050.1732435914416
153,2024-06-01,393.0,1039.0424930644758
154,2024-06-02,351.9999999999999,1028.029716984154
155,2024-06-03,1085.9999999999998,1017.1336649433254
156,2024-06-04,900.0000000000001,1006.3530997878611
157,2024-06-05,845.9999999999998,995.6867974761872
158,2024-06-06,865.9999999999999,985.1335469403041
159,2024-06-07,743.0,974.6921499482819
160,2024-06-08,384.0,964.36142096821
161,2024-06-09,343.99999999999994,954.1401870335892
162,2024-06-10,1081.9999999999995,944.0272876101533
163,2024-06-11,916.9999999999998,934.0215744640992
164,2024-06-12,832.0000000000001,924.121911531715
165,2024-06-13,749.9999999999999,914.3271747903892
166,2024-06-14,762.9999999999999,904.6362521309876
167,2024-06-15,343.99999999999994,895.0480432315833
168,2024-06-16,356.9999999999999,885.5614594325244
169,2024-06-17,1095.0000000000002,876.1754236128248
170,2024-06-18,847.0000000000003,866.8888700678677
171,2024-06-19,865.9999999999999,857.7007443884032
172,2024-06-20,758.0,848.6100033408295
173,2024-06-21,723.9999999999998,839.6156147487418
174,2024-06-22,324.99999999999994,830.7165573757383
175,2024-06-23,306.9999999999999,821.9118208094667
176,2024-06-24,945.0000000000003,813.2004053469017
177,2024-06-25,913.9999999999997,804.5813218808357
178,2024-06-26,870.0000000000002,796.0535917875748
179,2024-06-27,663.9999999999998,787.6162468158245
180,2024-06-28,660.9999999999998,779.2683289767534
181,2024-06-29,319.99999999999994,771.0088904352205
182,2024-06-30,261.00000000000006,762.8369934021571
183,2024-07-01,900.0000000000001,754.7517100280896
184,2024-07-02,665.0,746.7521222977895
185,2024-07-03,696.0000000000002,738.8373219260397
186,2024-07-04,713.9999999999998,731.0064102545081
187,2024-07-05,565.0000000000002,723.2584981497112
188,2024-07-06,341.9999999999999,715.5927059020613
189,2024-07-07,244.00000000000006,708.0081631259828
190,2024-07-08,853.0000000000001,700.5040086610869
191,2024-07-09,637.9999999999999,693.079390474395
192,2024-07-10,736.9999999999999,685.7334655635968
193,2024-07-11,638.9999999999999,678.4653998613348
194,2024-07-12,553.0000000000001,671.2743681405032
195,2024-07-13,254.99999999999991,664.1595539205499
196,2024-07-14,275.0000000000001,657.1201493747732
197,2024-07-15,788.9999999999997,650.1553552385985
198,2024-07-16,644.0000000000002,643.2643807188293
199,2024-07-17,563.0000000000001,636.4464434038599
200,2024-07-18,566.9999999999998,629.700769174838
201,2024-07-19,569.0,623.0265921177709
202,2024-07-20,259.99999999999994,616.4231544365625
203,2024-07-21,232.99999999999991,609.889706366971
204,2024-07-22,756.9999999999998,603.4255060914817
205,2024-07-23,571.0000000000001,597.0298196550775
206,2024-07-24,559.0,590.7019208819055
207,2024-07-25,523.9999999999999,584.4410912928267
208,2024-07-26,523.0000000000001,578.2466200238377
209,2024-07-27,225.0,572.1178037453584
210,2024-07-28,240.99999999999994,566.0539465823753
211,2024-07-29,654.9999999999999,560.0543600354299
212,2024-07-30,587.9999999999999,554.1183629024472
213,2024-07-31,522.0000000000002,548.2452812013889
214,2024-08-01,532.9999999999999,542.4344480937295
215,2024-08-02,464.0,536.685203808743
216,2024-08-03,214.99999999999991,530.9968955685905
217,2024-08-04,211.99999999999997,525.368877514203
218,2024-08-05,710.0000000000002,519.80051063195
219,2024-08-06,524.9999999999999,514.2911626810848
220,2024-08-07,520.0,508.8402081219593
221,2024-08-08,534.9999999999999,503.4470280449982
222,2024-08-09,540.0000000000002,498.11101010042785
223,2024-08-10,269.0,492.8315484287498
224,2024-08-11,211.99999999999997,487.60804359194896
225,2024-08-12,756.9999999999998,482.4399025054337
226,2024-08-13,574.0000000000002,477.32653837069586
227,2024-08-14,523.9999999999999,472.2673706086846
228,2024-08-15,534.9999999999999,467.26182479388706
229,2024-08-16,504.00000000000006,462.3093325891066
230,2024-08-17,282.00000000000006,457.409331680933
231,2024-08-18,285.99999999999994,452.56126571589743
232,2024-08-19,869.0000000000001,447.76458423730196
233,2024-08-20,654.9999999999999,443.0187426227207
234,2024-08-21,720.0000000000001,438.3232020221624
235,2024-08-22,659.9999999999999,433.6774292968883
236,2024-08-23,585.9999999999998,429.0808969588795
237,2024-08-24,282.00000000000006,424.53308311094446
238,2024-08-25,252.00000000000003,420.0334713874618
239,2024-08-26,855.9999999999999,415.58155089575274
240,2024-08-27,677.9999999999999,411.17681615807186
241,2024-08-28,656.9999999999997,406.8187670542155
242,2024-08-29,556.0,402.5069087647369
243,2024-08-30,539.0000000000002,398.2407517147638
244,2024-08-31,221.99999999999997,394.01981151841187
245,2024-09-01,270.00000000000006,389.8436089237857
246,2024-09-02,786.9999999999999,385.7116697585645
247,2024-09-03,677.0,381.62352487616414
248,2024-09-04,627.9999999999999,377.5787101024691
249,2024-09-05,630.0000000000001,373.5767661831292
250,2024-09-06,578.0000000000001,369.61723873141597
251,2024-09-07,250.9999999999999,365.6996781766299
252,2024-09-08,232.99999999999991,361.8236397130567
253,2024-09-09,838.9999999999998,357.9886832494623
